Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Type
bthbpdiast4hrs,birth,MEMBRANAS,text,Presi�n arterial diast�lica 4 horas despu�s de la admisi�n,,mmHg,number,30,140,,,,,,,,,Human Subject Data
bthbpsyst2stage,birth,MEMBRANAS,text,Presi�n arterial sist�lica al principio de la 2a etapa del trabajo de parto,,mmHg,,,,,,,,,,,,Human Subject Data
bthbpdiast2stage,birth,MEMBRANAS,text,Presi�n arterial diast�lica al principio del la 2a etapa del trabajo de parto,,mmHg,number,30,140,,,,,,,,,Human Subject Data
bthbpsystpp,birth,MEMBRANAS,text,Presi�n arterial sist�lica 15 minutos despu�s del parto,,mmHg,,,,,,,,,,,,Human Subject Data
bthbpdiastpp,birth,MEMBRANAS,text,Presi�n arterial diast�lica 15 minutos despu�s del parto,,mmHg,number,30,140,,,,,,,,,Human Subject Data
bthpadm,birth,MEMBRANAS,text,Frecuencia cardiaca (pulso) en admisi�n,,latidos/min,,,,,,,,,,,,Human Subject Data
bthp4hrs,birth,MEMBRANAS,text,Frecuencia cardiaca (pulso) a las 4 hrs despu�s de la admisi�n,,latidos/min,,,,,,,,,,,,Human Subject Data
bthp2stage,birth,MEMBRANAS,text,Frecuencia card�aca (pulso) al princio de la 2a etapa del trabajo de parto,,latidos/min,,,,,,,,,,,,Human Subject Data
bthppp,birth,MEMBRANAS,text,Frecuencia card�aca (pulso) 15 mins despu�s del parto,,latidos/min,,,,,,,,,,,,Human Subject Data
bthtadm,birth,MEMBRANAS,text,Temperatura en admisi�n,,Grados Fahrenheit,,,,,,,,,,,,Human Subject Data
btht4hrs,birth,MEMBRANAS,text,Temperatura a las 4 hrs despu�s de la admisi�n,,Grados Fahrenheit,,,,,,,,,,,,Human Subject Data
btht2stage,birth,MEMBRANAS,text,Temperatura al prinicio de la 2a etapa del trabajo de parto,,Grados Fahrenheit,,,,,,,,,,,,Human Subject Data
bthtpp,birth,MEMBRANAS,text,Temperatura a los 15 mins despues del parto,,Grados Fahrenheit,,,,,,,,,,,,Human Subject Data
bthrfbadm,birth,MEMBRANAS,text,Frecuencia Respiratoria en admisi�n,,Respiraciones/min,,,,,,,,,,,,Human Subject Data
bthrf4hrs,birth,MEMBRANAS,text,Frecuencia Respiratoria a las 4 hrs despues de la admisi�n,,Respiraciones/min,,,,,,,,,,,,Human Subject Data
bthrf2stage,birth,MEMBRANAS,text,Frecuencia Respiratoria al princio de la 2a etapa del trabajo de parto,,Respiraciones/min,,,,,,,,,,,,Human Subject Data
bthrfpp,birth,MEMBRANAS,text,Frecuencia Respiratoria a a los 15 mins despu�s del parto,,Respiraciones/min,,,,,,,,,,,,Human Subject Data
btheffac1,birth,LABOR,text,Porcentaje del borramiento,,%,,,,,,,,,,,,Human Subject Data
btheffacdate1,birth,LABOR,text,Fecha de la medicion del borramiento,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
btheffactime1,birth,LABOR,text,Hora de la medicion del borramiento,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
btheffac2,birth,LABOR,text,Porcentaje del borramiento,,%,,,,,,,,,,,,Human Subject Data
btheffacdate2,birth,LABOR,text,Fecha de la medicion del borramiento,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
btheffactime2,birth,LABOR,text,Hora de la medicion del borramiento,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
btheffac3,birth,LABOR,text,Porcentaje del borramiento,,%,,,,,,,,,,,,Human Subject Data
btheffacdate3,birth,LABOR,text,Fecha de la medicion del borramiento,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
btheffactime3,birth,LABOR,text,Hora de la medicion del borramiento,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
btheffac4,birth,LABOR,text,Porcentaje del borramiento,,%,,,,,,,,,,,,Human Subject Data
btheffacdate4,birth,LABOR,text,Fecha de la medicion del borramiento,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
btheffactime4,birth,LABOR,text,Hora de la medicion del borramiento,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
btheffac5,birth,LABOR,text,Porcentaje del borramiento,,%,,,,,,,,,,,,Human Subject Data
btheffacdate5,birth,LABOR,text,Fecha de la medicion del borramiento,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
btheffactime5,birth,LABOR,text,Hora de la medicion del borramiento,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthdilation1,birth,LABOR,text,Medicion de la dilatacion cervical,,cms,,,,,,,,,,,,Human Subject Data
bthdilationdate1,birth,LABOR,text,Fecha de la medicion de la dilatacion cervical,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthdilationtime1,birth,LABOR,text,Hora de la medicion de la dilatacion cervical,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthdilation2,birth,LABOR,text,Medicion de la dilatacion cervical,,cms,,,,,,,,,,,,Human Subject Data
bthdilationdate2,birth,LABOR,text,Fecha de la medicion de la dilatacion cervical,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthdilationtime2,birth,LABOR,text,Hora de la medicion de la dilatacion cervical,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthdilation3,birth,LABOR,text,Medicion de la dilatacion cervical,,cms,,,,,,,,,,,,Human Subject Data
bthdilationdate3,birth,LABOR,text,Fecha de la medicion de la dilatacion cervical,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthdilationtime3,birth,LABOR,text,Hora de la medicion de la dilatacion cervical,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthdilation4,birth,LABOR,text,Medicion de la dilatacion cervical,,cms,,,,,,,,,,,,Human Subject Data
bthdilationdate4,birth,LABOR,text,Fecha de la medicion de la dilatacion cervical,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthdilationtime4,birth,LABOR,text,Hora de la medicion de la dilatacion cervical,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthdilation5,birth,LABOR,text,Medicion de la dilatacion cervical,,cms,,,,,,,,,,,,Human Subject Data
bthdilationdate5,birth,LABOR,text,Fecha de la medicion de la dilatacion cervical,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthdilationtime5,birth,LABOR,text,Hora de la medicion de la dilatacion cervical,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthstation1,birth,LABOR,text,Ubicacion de la estacion 1,,Estacion,,,,,,,,,,,,Human Subject Data
bthstationdate1,birth,LABOR,text,Fecha de la toma de la estacion 1,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthstationtime1,birth,LABOR,text,Hora de la toma de la estacion 1,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthstation2,birth,LABOR,text,Ubicacion de la estacion 2,,Estacion,,,,,,,,,,,,Human Subject Data
bthstationdate2,birth,LABOR,text,Fecha de la toma de la estacion 2,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthstationtime2,birth,LABOR,text,Hora de la toma de la estacion 2,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthstation3,birth,LABOR,text,Ubicacion de la estacion 3,,Estacion,,,,,,,,,,,,Human Subject Data
bthstationdate3,birth,LABOR,text,Fecha de la toma de la estacion 3,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthstationtime3,birth,LABOR,text,Hora de la toma de la estacion 3,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthstation4,birth,LABOR,text,Ubicacion de la estacion 4,,Estacion,,,,,,,,,,,,Human Subject Data
bthstationdate4,birth,LABOR,text,Fecha de la toma de la estacion 4,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthstationtime4,birth,LABOR,text,Hora de la toma de la estacion 4,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthstation5,birth,LABOR,text,Ubicacion de la estacion 5,,Estacion,,,,,,,,,,,,Human Subject Data
bthstationdate5,birth,LABOR,text,Fecha de la toma de la estacion 5,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthstationtime5,birth,LABOR,text,Hora de la toma de la estacion 5,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthpresent1,birth,LABOR,text,Presentacion del producto,,Presentacion,,,,,,,,,,,,Human Subject Data
bthpresentdate1,birth,LABOR,text,Fecha de la presentacion del producto,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthpresenttime1,birth,LABOR,text,Hora de la toma de la presentacion del producto,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthpresent2,birth,LABOR,text,Presentacion del producto,,Presentacion,,,,,,,,,,,,Human Subject Data
bthpresentdate2,birth,LABOR,text,Fecha de la presentacion del producto,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthpresenttime2,birth,LABOR,text,Hora de la toma de la presentacion del producto,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthpresent3,birth,LABOR,text,Presentacion del producto,,Presentacion,,,,,,,,,,,,Human Subject Data
bthpresentdate3,birth,LABOR,text,Fecha de la presentacion del producto,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthpresenttime3,birth,LABOR,text,Hora de la toma de la presentacion del producto,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthpresent4,birth,LABOR,text,Presentacion del producto,,Presentacion,,,,,,,,,,,,Human Subject Data
bthpresentdate4,birth,LABOR,text,Fecha de la presentacion del producto,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthpresenttime4,birth,LABOR,text,Hora de la toma de la presentacion del producto,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthpresent5,birth,LABOR,text,Presentacion del producto,,Presentacion,,,,,,,,,,,,Human Subject Data
bthpresentdate5,birth,LABOR,text,Fecha de la presentacion del producto,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthpresenttime5,birth,LABOR,text,Hora de la toma de la presentacion del producto,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthfht1,birth,LABOR,text,Tono card�aco Fetal,,FTH,,,,,,,,,,,,Human Subject Data
bthfhtdate1,birth,LABOR,text,Fecha de la toma del Tono card�aco Fetal,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthfhttime1,birth,LABOR,text,Hora de la toma del Tono card�aco Fetal,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthfht2,birth,LABOR,text,Tono card�aco Fetal,,FTH,,,,,,,,,,,,Human Subject Data
bthfhtdate2,birth,LABOR,text,Fecha de la toma del Tono card�aco Fetal,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthfhttime2,birth,LABOR,text,Hora de la toma del Tono card�aco Fetal,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthfht3,birth,LABOR,text,Tono card�aco Fetal,,FTH,,,,,,,,,,,,Human Subject Data
bthfhtdate3,birth,LABOR,text,Fecha de la toma del Tono card�aco Fetal,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthfhttime3,birth,LABOR,text,Hora de la toma del Tono card�aco Fetal,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthfht4,birth,LABOR,text,Tono card�aco Fetal,,FTH,,,,,,,,,,,,Human Subject Data
bthfhtdate4,birth,LABOR,text,Fecha de la toma del Tono card�aco Fetal,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthfhttime4,birth,LABOR,text,Hora de la toma del Tono card�aco Fetal,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthfht5,birth,LABOR,text,Tono card�aco Fetal,,FTH,,,,,,,,,,,,Human Subject Data
bthfhtdate5,birth,LABOR,text,Fecha de la toma del Tono card�aco Fetal,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthfhttime5,birth,LABOR,text,Hora de la toma del Tono card�aco Fetal,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthucfreq1,birth,LABOR,text,Frecuencia de las Contracciones uterinas,,Frecuencia de las CU,,,,,,,,,,,,Human Subject Data
bthucfreqdate1,birth,LABOR,text,Fecha de la medicion de las contracciones uterinas,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthucfreqtime1,birth,LABOR,text,Hora de la medicion de las contracciones uterinas,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthucfreq2,birth,LABOR,text,Frecuencia de las Contracciones uterinas,,Frecuencia de las CU,,,,,,,,,,,,Human Subject Data
bthucfreqdate2,birth,LABOR,text,Fecha de la medicion de las contracciones uterinas,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthucfreqtime2,birth,LABOR,text,Hora de la medicion de las contracciones uterinas,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthucfreq3,birth,LABOR,text,Frecuencia de las Contracciones uterinas,,Frecuencia de las CU,,,,,,,,,,,,Human Subject Data
bthucfreqdate3,birth,LABOR,text,Fecha de la medicion de las contracciones uterinas,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthucfreqtime3,birth,LABOR,text,Hora de la medicion de las contracciones uterinas,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthucfreq4,birth,LABOR,text,Frecuencia de las Contracciones uterinas,,Frecuencia de las CU,,,,,,,,,,,,Human Subject Data
bthucfreqdate4,birth,LABOR,text,Fecha de la medicion de las contracciones uterinas,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthucfreqtime4,birth,LABOR,text,Hora de la medicion de las contracciones uterinas,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthucfreq5,birth,LABOR,text,Frecuencia de las Contracciones uterinas,,Frecuencia de las CU,,,,,,,,,,,,Human Subject Data
bthucfreqdate5,birth,LABOR,text,Fecha de la medicion de las contracciones uterinas,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthucfreqtime5,birth,LABOR,text,Hora de la medicion de las contracciones uterinas,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthucduration1,birth,LABOR,text,Duracion de las Contracciones uterinas,,Duracion de las CU,,,,,,,,,,,,Human Subject Data
bthucdurationdate1,birth,LABOR,text,Fecha de la medicion de las contracciones uterinas,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthucdurationtime1,birth,LABOR,text,Hora de la medicion de las contracciones uterinas,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthucduration2,birth,LABOR,text,Duracion de las Contracciones uterinas,,Duracion de las CU,,,,,,,,,,,,Human Subject Data
bthucdurationdate2,birth,LABOR,text,Fecha de la medicion de las contracciones uterinas,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthucdurationtime2,birth,LABOR,text,Hora de la medicion de las contracciones uterinas,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthucduration3,birth,LABOR,text,Duracion de las Contracciones uterinas,,Duracion de las CU,,,,,,,,,,,,Human Subject Data
bthucdurationdate3,birth,LABOR,text,Fecha de la medicion de las contracciones uterinas,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthucdurationtime3,birth,LABOR,text,Hora de la medicion de las contracciones uterinas,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthucduration4,birth,LABOR,text,Duracion de las Contracciones uterinas,,Duracion de las CU,,,,,,,,,,,,Human Subject Data
bthucdurationdate4,birth,LABOR,text,Fecha de la medicion de las contracciones uterinas,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthucdurationtime4,birth,LABOR,text,Hora de la medicion de las contracciones uterinas,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthucduration5,birth,LABOR,text,Duracion de las Contracciones uterinas,,Duracion de las CU,,,,,,,,,,,,Human Subject Data
bthucdurationdate5,birth,LABOR,text,Fecha de la medicion de las contracciones uterinas,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bthucdurationtime5,birth,LABOR,text,Hora de la medicion de las contracciones uterinas,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthfirststagehr,birth,LABOR,text,Hora de la presentacion en el Primer Estadio,,(hh) Hora,,,,,,,,,,,,Human Subject Data
bthfirststagemin,birth,LABOR,text,Minutos de la presentacion en el Primer Estadio,,(mm) Minutos,,,,,,,,,,,,Human Subject Data
bthsecondstagehr,birth,LABOR,text,Hora de la presentacion en el Segundo Estadio,,(hh) Hora,,,,,,,,,,,,Human Subject Data
bthsecondstagemin,birth,LABOR,text,Minutos de la presentacion en el Segundo Estadio,,(mm) Minutos,,,,,,,,,,,,Human Subject Data
bththrdstagehr,birth,LABOR,text,Hora de la presentacion en el Tercer Estadio,,(hh) Hora,,,,,,,,,,,,Human Subject Data
bththrdstagemin,birth,LABOR,text,Minutos de la presentacion en el Tercer Estadio,,(mm) Minutos,,,,,,,,,,,,Human Subject Data
bthttimelaborhr,birth,LABOR,text,Tiempo total en Labor en Horas,,Horas,,,,,,,,,,,,Human Subject Data
bthttimelabormin,birth,LABOR,text,Tiempo total en Labor en Minutos,,Minutos,,,,,,,,,,,,Human Subject Data
bthdeliverydate,birth,NACIMIENTO,text,Fecha del Nacimiento,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
bth_deliverytime,birth,NACIMIENTO,text,Hora del Nacimiento,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,,Human Subject Data
bthtypedelivery,birth,NACIMIENTO,radio,Tipo de parto,"1,  SVD | 2, VBAC",,,,,,,,,,,,,Human Subject Data
bthoperativedelv,birth,NACIMIENTO,radio,Parto instrumentado,"1, Vacuum | 2, Forceps",,,,,,,,,,,,,Human Subject Data
bthcesareanseg,birth,NACIMIENTO,radio,Cesarea Segmentaria,"1, Primaria | 2, De Repeticion",,,,,,,,,,,,,Human Subject Data
bthreasoncearean,birth,NACIMIENTO,text,Razones para la realizacion de la Cesarea,,Mas de 250 caracteres,,,,,,,,,,,,Human Subject Data
bthnewbornstatus,birth,NACIMIENTO,radio,Situacion del Recien Nacido,"1, Vivo | 2, Muerte Fetal | 3, Requirio Resucitacion",,,,,,,,,,,,,Human Subject Data
bthdeliverycomplc,birth,NACIMIENTO,text,Complicaciones durante el parto,,Mas de 250 caracteres,,,,,,,,,,,,Human Subject Data
bthepisiotomy,birth,NACIMIENTO,radio,Episiotomia,"0, No | 1, Si",,,,,,,,,,,,,Human Subject Data
bthlacerations,birth,NACIMIENTO,radio,Lasceraciones o desgarre Vaginal/Perineal,"0, No | 1, Si",,,,,,,,,,,,,Human Subject Data
bthmedslabor1,birth,NACIMIENTO,text,Medicamentos usados durante el Parto 1,,Hasta 35 caracteres,,,,,,,,,,,,Human Subject Data
bthmedslabor2,birth,NACIMIENTO,text,Medicamentos usados durante el Parto 2,,Hasta 35 caracteres,,,,,,,,,,,,Human Subject Data
bthmedslabor3,birth,NACIMIENTO,text,Medicamentos usados durante el Parto 3,,Hasta 35 caracteres,,,,,,,,,,,,Human Subject Data
bthmedslabor4,birth,NACIMIENTO,text,Medicamentos usados durante el Parto 4,,Hasta 35 caracteres,,,,,,,,,,,,Human Subject Data
bthmedslabor5,birth,NACIMIENTO,text,Medicamentos usados durante el Parto 5,,Hasta 35 caracteres,,,,,,,,,,,,Human Subject Data
bthnbsex,birth,INFORMACION DEL RECIEN NACIDO,radio,Sexo del Recien Nacido,"1, Femenino | 2, Masculino | 3, Genitales ambiguos",,,,,,,,,,,,,Human Subject Data
bthapgar1,birth,INFORMACION DEL RECIEN NACIDO,text,Puntuacion de Apgar al minuto de nacido,,0 - 10,,,,,,,,,,,,Human Subject Data
bthapgar5,birth,INFORMACION DEL RECIEN NACIDO,text,Puntuacion de Apgar a los 5 minutos de nacido,,0 - 10,,,,,,,,,,,,Human Subject Data
bthapgar10,birth,INFORMACION DEL RECIEN NACIDO,text,Puntuacion de Apgar a los 10 minutos de nacido,,0 - 10,,,,,,,,,,,,Human Subject Data
bthballard,birth,INFORMACION DEL RECIEN NACIDO,text,Puntuacion de Ballard,,Hasta 35 caracteres,,,,,,,,,,,,Human Subject Data
